"imno","filnamn","P_Acer","P_Aesculus","P_Brassicaceae","P_Centaurea.cyanus","P_Cytisus","P_Glechoma.hederacea","P_Laburnum","P_Lamium","P_Lonicera","P_Lupinus","P_Papaver","P_Phacelia","P_Pinaceae","P_Potentilla.group","P_Prunus.group","P_Prunus.groupB","P_Pulmonaria.group","P_Quercus","P_Rhododendron","P_Robinia","P_Salix","P_Sambucus","P_Symphytum","P_Taraxacum","P_Tilia","P_Trifolium.pratense","P_Trifolium.repens.group","P_Viola.arvensis.group","P_zzRaisins","n","S"
1002063,"BB_303_KrA3_R2 1002063",0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,167,1.47650010203786
1002077,"BB_305_NaOA2_R2 1002077",0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,178,1.22160566465331
1002116,"BB_306_StMA2_R2 1002116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1.96013170420779
1001912,"BB_308_KrA3_R1 1001912",0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,214,1.13638513358438
1001865,"BB_309_JoA1_R1 1001865",0,0,3,0,0,0,0,0,0,0,0,0,0,0,142,0,0,1,0,0,0,0,0,0,0,0,0,0,12,158,1.49038885984113
1001813,"BB_310_BoA2_R1 1001813",0,0,2,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,234,2.03667488948016
1001922,"BB_312_NaOA3_R1 1001922",0,0,0,0,0,0,0,1,42,0,0,0,1,0,108,0,0,0,0,0,2,0,0,0,0,0,0,0,94,248,3.04590633138623
1001897,"BB_313_KaA3_R1 1001897",161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,174,1.33099025195628
1002171,"BB_314_NaVA2_R2-2 1002171",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1.79670174162689
1002056,"BB_315_KrA1_R2 1002056",0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,140,0,0,0,0,0,0,1,0,0,0,0,0,15,167,1.8115488127278
1002034,"BB_316_HoA3_R2 1002034",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,5,139,1.21814055618327
1001995,"BB_317_BoA2_R2 1001995",0,0,5,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,1.47543041488967
1002125,"BB_318_StMA3_R2 1002125",0,112,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,10,192,2.3075372567039
1001814,"BB_319_BoA2_R1 1001814",0,0,4,0,0,0,0,0,0,0,0,0,10,0,107,0,0,3,0,0,12,0,0,0,0,0,0,0,15,151,2.79698911709835
1002100,"BB_32_NaVA3_R2 1002100",0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,257,1.27578120135372
1001958,"BB_320_RySA1_R1 1001958",0,0,1,0,0,0,0,5,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,5,173,1.34467580978341
1001825,"BB_321_BrA1_R1 1001825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,3,171,1.09233737623192
1001835,"BB_323_BrA1_R1 1001835",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,22,2.3089069399613
1002173,"BB_324_NaVA2_R2-2 1002173",0,4,12,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,90,2.49329543566653
1001839,"BB_326_BrA3_R1 1001839",0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,195,0,0,0,0,0,0,0,1,211,1.35473186988078
1001923,"BB_327_NaOA3_R1 1001923",0,0,0,0,0,0,0,0,0,0,0,0,3,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,13,180,1.4089649207131
1001822,"BB_329_BoA3_R1 1001822",0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,158,1.3686340039636
1002204,"BB_33_KaA3_R3 1002204",0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,11,179,1.50599703470856
1001874,"BB_330_KaA1_R1 1001874",38,0,3,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,7,143,2.34575745850006
1001876,"BB_331_KaA1_R1 1001876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,2,160,1.06950602218148
1001996,"BB_332_BoA2_R2 1001996",0,4,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1.12531630736621
1001866,"BB_333_JoA1_R1 1001866",0,0,0,0,0,0,0,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,14,181,1.39392120623482
1001969,"BB_334_RySA3_R1 1001969",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,24,205,1.51393053048733
1001899,"BB_335_KaA3_R1 1001899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,23,183,1.45950480755383
1001962,"BB_337_RySA1_R1 1001962",0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,6,213,1.62683504501728
1002040,"BB_338_KaA2_R2 1002040",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1.27753191707406
1002086,"BB_339_NaVA1_R2 1002086",0,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,200,1.39590659774425
1002049,"BB_34_KrA1_R2 1002049",0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,167,1.19003978302899
1002064,"BB_340_KrA3_R2 1002064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,27,173,1.5420213572683
1002152,"BB_341_BrA2_R2-2 1002152",0,0,142,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,166,1.66759889111855
1001914,"BB_342_NaOA1_R1 1001914",77,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,155,2.42502525889196
1001820,"BB_343_BoA2_R1 1001820",0,3,4,0,0,0,0,35,0,0,0,0,0,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,12,166,2.73559226829387
1001871,"BB_344_JoA3_R1 1001871",0,0,0,0,0,0,0,0,0,0,0,0,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,19,165,1.48200451789967
1002210,"BB_347_KaA3_R3 1002210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,165,0,38,206,1.7352514203997
1002007,"BB_348_BrA1_R2 1002007",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,1.1770645027989
1001913,"BB_349_KrA3_R1 1001913",0,0,0,0,0,0,0,155,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,188,1.71464992839341
1002155,"BB_350_BrA3_R2-2 1002155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,25,209,1.44218834520298
1002189,"BB_351_BoA2_R3 1002189",0,0,0,0,0,0,0,0,0,0,183,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,255,2.14253116711711
1001817,"BB_352_BoA2_R1 1001817",0,0,0,0,0,0,0,0,0,0,0,0,4,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,6,139,1.41790692672135
1002057,"BB_353_KrA2_R2 1002057",0,0,113,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,135,1.82320649685489
1002029,"BB_354_HoA2_R2 1002029",0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,177,1.08971424501542
1002070,"BB_355_NaOA1_R2 1002070",0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,160,1.4751445955602
1002065,"BB_358_KrA3_R2 1002065",0,1,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,164,1.48438996935074
1002190,"BB_359_BoA2_R3 1002190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,29,254,1.42639815924401
1002205,"BB_36_KaA3_R3 1002205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,40,296,1.48591848522135
1002071,"BB_360_NaOA1_R2 1002071",0,0,0,0,0,0,0,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,209,1.18142240216279
1001988,"BB_361_BoA1_R2 1001988",0,0,124,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,17,179,2.34120986727793
1002136,"BB_362_StMA2_R2-2 1002136",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,9,175,1.56654720315753
1001989,"BB_363_BoA1_R2 1001989",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,28,170,1.66399643982083
1001818,"BB_364_BoA2_R1 1001818",0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,152,1.20529479569406
1002111,"BB_365_RyNA2_R2 1002111",0,147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,210,1.88762122518071
1002202,"BB_366_KaA1_R3 1002202",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,7,0,75,125,2.39406536177114
1002197,"BB_367_HoA1_R3 1002197",0,0,0,112,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130,1.60882613929136
1002198,"BB_368_HoA1_R3 1002198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,10,160,1.26338125030273
1002096,"BB_369_NaVA2_R2 1002096",0,0,0,0,0,0,0,213,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,229,1.3398929720869
1002175,"BB_37_NaVA2_R2-2 1002175",0,0,0,0,0,0,0,0,0,9,67,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,93,2.45155263027778
1001915,"BB_370_NaOA1_R1 1001915",0,1,12,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,29,162,2.12644478681987
1002203,"BB_371_KaA1_R3 1002203",0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,133,1.2553081582899
1001974,"BB_372_StMA1_R1 1001974",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,18,231,1.40764683521565
1002018,"BB_373_BrA3_R2 1002018",0,47,0,0,0,0,0,0,0,0,0,0,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,45,182,2.99231366274182
1001841,"BB_375_BrA3_R1 1001841",0,0,0,0,0,0,0,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,163,1.52299989673654
1001877,"BB_376_KaA1_R1 1001877",0,0,1,0,0,0,0,0,0,0,0,0,2,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,12,146,1.48520330148786
1002005,"BB_377_BoA3_R2 1002005",0,3,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,55,227,1.8595145491089
1001860,"BB_378_HoA3_R1 1001860",0,0,0,0,0,0,0,0,136,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,150,1.49090229447167
1001924,"BB_379_NaOA3_R1 1001924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,3,164,1.09561737312007
1002177,"BB_380_NaVA2_R2-2 1002177",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,17,162,1.53103288388815
1002025,"BB_381_HoA1_R2 1002025",0,0,18,0,0,0,0,0,0,0,0,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,212,2.08880013873908
1001847,"BB_383_ChA1_R1 1001847",0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,178,1.58790778960165
1001872,"BB_384_JoA3_R1 1001872",0,0,1,0,0,0,0,160,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,181,1.58702843524861
1001904,"BB_385_KaA3_R1 1001904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,25,188,1.47995275220237
1002114,"BB_386_StMA1_R2 1002114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,1
1001878,"BB_387_KaA1_R1 1001878",0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,211,1.09850819558644
1001861,"BB_388_HoA3_R1 1001861",0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,168,1.16657966439525
1001977,"BB_390_StMA3_R1 1001977",0,0,0,0,0,0,0,100,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,46,210,2.85207110725479
1001960,"BB_391_RySA1_R1 1001960",0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,184,1.25403824883991
1001853,"BB_392_HoA1_R1 1001853",0,0,2,0,0,0,0,136,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,156,1.61063025775912
1002006,"BB_393_BoA3_R2 1002006",0,160,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,223,2.05222493600614
1001925,"BB_394_NaOA3_R1 1001925",0,0,13,0,0,0,0,9,41,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,3.94629908587734
1001916,"BB_396_NaOA1_R1 1001916",0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,292,1.17406399892984
1002047,"BB_397_KaA3_R2 1002047",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1.69843323402318
1001917,"BB_398_NaOA1_R1 1001917",0,0,0,0,0,0,0,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,220,1.50621592585554
1002184,"BB_399_NaVA3_R2-2 1002184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,58,0,0,0,0,0,7,157,2.26990664494027
1002048,"BB_4_KrA1_R2 1002048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,15,169,1.34939106298594
1002159,"BB_400_BrA3_R2-2 1002159",0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,24,271,2.43646971651614
1001862,"BB_401_HoA3_R1 1001862",0,0,3,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,199,1.27910011241735
1001930,"BB_402_NaVA1_R1 1001930",0,0,1,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,274,2.04059524935279
1001931,"BB_403_NaVA1_R1 1001931",41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,19,182,2.39081921556162
1001875,"BB_406_JoA3_R1 1001875",0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,146,1.15140325789987
1002019,"BB_408_BrA3_R2 1002019",0,91,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,49,224,2.90437257977812
1002072,"BB_409_NaOA1_R2 1002072",0,0,1,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,158,1.46094738854869
1002087,"BB_410_NaVA1_R2 1002087",0,21,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,23,176,2.08624038302397
1001997,"BB_411_BoA2_R2 1001997",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,9,167,1.91897054173952
1002041,"BB_412_KaA2_R2 1002041",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,1.99773285450294
1002117,"BB_413_StMA2_R2 1002117",0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,254,1.23777814173633
1001863,"BB_414_HoA3_R1 1001863",0,0,0,0,0,0,0,161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,168,1.20960442742803
1001998,"BB_416_BoA2_R2 1001998",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,1.99265754940364
1002078,"BB_418_NaOA2_R2 1002078",0,0,6,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,203,1.465222827743
1001819,"BB_419_BoA2_R1 1001819",0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,1.18287054280281
1001970,"BB_426_RySA3_R1 1001970",0,0,239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,246,1.15142564079575
1002050,"BB_43_KrA1_R2 1002050",0,9,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,60,203,2.16535466508514
1002126,"BB_433_StMA3_R2 1002126",0,115,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,168,1.96227259067039
1001932,"BB_436_NaVA1_R1 1001932",0,0,1,0,0,0,0,5,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,11,174,1.4902907341096
1002008,"BB_467_BrA1_R2 1002008",17,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,223,2.32891087441504
1001881,"BB_470_KaA2_R1 1001881",127,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,155,1.93915631676486
1001879,"BB_472_KaA1_R1 1001879",0,0,5,0,0,0,0,18,39,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,9,163,3.23861831116527
1001848,"BB_485_ChA2_R1 1001848",0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,13,158,1.38002939574196
1002148,"BB_49_BrA1_R2-2 1002148",0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.97445151921282
1002038,"BB_5_KaA2_R2 1002038",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1.50699306577254
1002153,"BB_50_BrA2_R2-2 1002153",0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,173,1.37885847462528
1001827,"BB_508_BrA1_R1 1001827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,4,144,1.13533816051868
1002144,"BB_52_StMA3_R2-2 1002144",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,18,208,1.47362710446224
1002127,"BB_526_StMA3_R2 1002127",0,31,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,43,201,2.48009065898506
1002101,"BB_536_NaVA3_R2 1002101",0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,281,1.23164654051943
1002193,"BB_55_BoA3_R3 1002193",0,0,0,0,0,0,0,0,0,0,162,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,222,2.135099073162
1001854,"BB_561_HoA2_R1 1001854",0,0,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,309,1.13872111674523
1002102,"BB_570_NaVA3_R2 1002102",0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,190,1.31809949473387
1002009,"BB_583_BrA1_R2 1002009",0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,166,1.29630827418804
1001933,"BB_594_NaVA1_R1 1001933",213,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,221,1.19676077035412
1002032,"BB_60_HoA3_R2 1002032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,111,277,1.96070349672448
1001951,"BB_602_RyNA2_R1 1001951",0,0,0,0,0,0,0,190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,197,1.18299668394913
1001842,"BB_606_ChA1_R1 1001842",0,0,0,0,0,0,0,15,0,0,0,0,2,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,13,158,1.92500547662081
1001908,"BB_607_KrA2_R1 1001908",0,0,0,0,0,0,0,0,0,0,0,0,10,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,18,170,1.74148762214863
1001952,"BB_609_RyNA2_R1 1001952",0,0,0,0,0,0,0,197,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,235,1.79416731933483
1001963,"BB_611_RySA1_R1 1001963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,98,255,1.94670163126779
1001882,"BB_613_KaA2_R1 1001882",82,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,161,2.37973773889909
1001956,"BB_614_RyNA3_R1 1001956",0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,1.10595711591848
1001953,"BB_616_RyNA2_R1 1001953",0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,1.09710222669811
1002080,"BB_62_NaOA3_R2 1002080",0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,173,1.43057971833946
1001849,"BB_626_ChA2_R1 1001849",0,0,0,0,0,0,0,0,0,0,0,0,1,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,2.01870987983694
1002090,"BB_629_NaVA1_R2 1002090",138,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,154,1.49894524112893
1002051,"BB_63_KrA1_R2 1002051",0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,154,1.20310702625738
1001901,"BB_630_KaA3_R1 1001901",0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,169,1.36782469554346
1001926,"BB_633_NaOA3_R1 1001926",51,0,5,0,0,0,0,53,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,114,249,3.83120222779178
1001821,"BB_635_BoA2_R1 1001821",0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,175,1.18287054280281
1001948,"BB_646_RyNA1_R1 1001948",0,0,5,0,0,0,0,0,0,0,0,0,3,0,137,0,0,2,0,0,0,0,0,0,0,0,0,0,21,168,1.9261084216345
1002097,"BB_649_NaVA2_R2 1002097",0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,242,1.55516790885726
1001880,"BB_656_KaA1_R1 1001880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,10,161,1.26205217772664
1002133,"BB_66_StMA1_R2-2 1002133",0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,305,1.10159634390121
1002103,"BB_665_NaVA3_R2 1002103",0,0,0,0,0,0,0,176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,185,1.23551401857496
1001935,"BB_667_NaVA2_R1 1001935",0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,11,156,1.98600071852844
1001991,"BB_67_BoA2_R2 1001991",0,10,64,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11,185,2.78788790338579
1002104,"BB_673_NaVA3_R2 1002104",0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,201,1.27079927011077
1002179,"BB_69_NaVA3_R2-2 1002179",0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,172,1.06540475148473
1002118,"BB_690_StMA2_R2 1002118",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,25,175,2.08721616422591
1001936,"BB_699_NaVA2_R1 1001936",0,0,1,0,0,0,0,17,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,27,189,2.07414591731702
1002059,"BB_7_KrA3_R2 1002059",0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,156,1.33220569124945
